id,pdes,spkid,full_name,name,albedo,pha,H,spec_B,spec_T,e,a,i,om,w,ma,epoch_mjd,GM
a0002135,2135,2002135,"  2135 Aristaeus (1977 HA)",Aristaeus,,Y,17.94,,,.5030199230607901,1.599549944570368,23.06062484661608,191.210110575848,290.8600010942619,308.1122855927169,58600,
a0002201,2201,2002201,"  2201 Oljato (1947 XC)",Oljato,0.4328,Y,15.25,Sq,,.7129028271875489,2.174290200261806,2.522434564330216,74.9879564244272,98.26032141228484,80.0820885551116,58600,
a0002202,2202,2002202,"  2202 Pele (1972 RA)",Pele,,N,17.1,,,.5130489026801934,2.289452119268663,8.744843071889052,169.9785967645757,217.926953184708,147.2958789643011,58600,
a0002212,2212,2002212,"  2212 Hephaistos (1978 SB)",Hephaistos,0.163,N,13.87,,SG,.8377087202677928,2.159671477320754,11.55311392251683,27.54044884694413,209.3813883211577,284.6685656341431,58600,
a0002329,2329,2002329,"  2329 Orthos (1976 WA)",Orthos,,N,14.5,,,.6537649250469325,2.409753361616746,24.4590135626512,169.2895085224029,146.0147303425553,158.9746088170803,58600,
a0002340,2340,2002340,"  2340 Hathor (1976 UA)",Hathor,,Y,20.2,Sq,CSU,.4498841655895494,.8438292455376517,5.854591233229053,211.5421370750162,39.92629416655726,42.10443294792183,53228,
a0002368,2368,2002368,"  2368 Beltrovata (1977 RA)",Beltrovata,0.27,N,15.21,,SQ,.4133758926869027,2.104776681189068,5.223547246660006,287.34044091,43.04306408085841,233.3091299842601,58600,
a0002608,2608,2002608,"  2608 Seneca (1978 DA)",Seneca,0.21,N,17.52,,S,.5713304448434781,2.515689528604088,14.67781523640742,167.3641910916199,37.3687472988139,141.342851903501,58600,
a0003102,3102,2003102,"  3102 Krok (1981 QA)",Krok,,N,16.1,S,QRS,.4493283384582704,2.151171111665354,8.441437273779412,172.074070903193,154.715428388967,336.9429265945321,58600,
a0003103,3103,2003103,"  3103 Eger (1982 BB)",Eger,0.64,N,15.38,Xe,,.3542354624745265,1.404185282875642,20.92911352346037,129.7623706073559,254.0686239826503,199.373832887789,58600,
a0003122,3122,2003122,"  3122 Florence (1981 ET3)",Florence,0.231,Y,14.0,S,,.4230601084047209,1.768889518949039,22.14239433097389,336.0804438070982,27.84122000764522,242.8720759551048,58600,
a0003199,3199,2003199,"  3199 Nefertiti (1982 RA)",Nefertiti,0.42,N,14.84,Sq,S,.2841461176553572,1.574459174483093,32.96161913955503,340.0066307125788,53.40776767800256,161.24857748117,58600,
a0003200,3200,2003200,"  3200 Phaethon (1983 TB)",Phaethon,0.1066,Y,14.6,B,F,.8901163417343149,1.271137678653069,22.23347858040978,265.2834652429648,322.1281591869472,82.99542560410067,56170,
a0003271,3271,2003271,"  3271 Ul (1982 RB)",Ul,,N,16.4,,,.3957754450837961,2.101435378558774,25.06877299156526,158.8271838683163,159.0469830401131,17.54091919790381,58600,
a0003288,3288,2003288,"  3288 Seleucus (1982 DV)",Seleucus,0.22,N,15.2,K,S,.4560586841003369,2.033192006134566,5.930310137932565,218.6516955724429,349.3260862065908,281.105247304228,58600,
a0003352,3352,2003352,"  3352 McAuliffe (1981 CW)",McAuliffe,,N,15.8,A,,.369207565265771,1.878861752792361,4.773272686710929,107.363837013525,15.89567319588868,302.7742759773329,58600,
a0003360,3360,2003360,"  3360 Syrinx (1981 VA)",Syrinx,0.17,N,15.9,,,.7459796064208933,2.465506024628072,21.16193428846679,242.5600734505171,63.4455625160524,260.7459493261997,58600,
a0003361,3361,2003361,"  3361 Orpheus (1982 HR)",Orpheus,0.357,Y,19.03,,,.3227518287938224,1.209662179045708,2.685064208145241,189.5305495453812,301.6952073346065,102.8299018073053,55844,
a0003362,3362,2003362,"  3362 Khufu (1984 QA)",Khufu,0.21,Y,18.3,,,.4685174247283059,.989537560450789,9.916838353353837,152.4376526441482,55.05381909473738,157.3147948656793,58600,
a0003551,3551,2003551,"  3551 Verenia (1983 RD)",Verenia,0.37,N,16.75,,V,.4870367127779306,2.09306151903086,9.507942320077429,173.8139286708328,193.2293331451906,272.0206209578304,58600,
a0003552,3552,2003552,"  3552 Don Quixote (1983 SA)","Don Quixote",0.03,N,12.8,D,D,.7088439592434037,4.258927157256756,31.08108239561856,350.0027567423111,316.4480857516982,39.74116012326908,58600,
a0003553,3553,2003553,"  3553 Mera (1985 JA)",Mera,,N,16.4,,,.3200571061612807,1.644704133268837,36.77173384092269,232.5316672686598,288.9067042512786,74.94977806839248,58600,
a0003554,3554,2003554,"  3554 Amun (1986 EB)",Amun,0.074,N,15.82,,,.280410788961825,.9736978573482672,23.36009364976717,358.6177698611158,359.4132550967715,335.8390459877771,58600,
a0003671,3671,2003671,"  3671 Dionysus (1984 KD)",Dionysus,0.16,Y,16.4,Cb,,.5415435918949166,2.19861623099639,13.53438918374365,82.08738690737108,204.2520933442942,247.0577375594657,58600,
a0003691,3691,2003691,"  3691 Bede (1982 FT)",Bede,0.593,N,14.7,Xc,,.2841527258680588,1.774446529663833,20.35728427415947,348.7552880668435,234.938746288053,231.2033375451386,58600,
a0003752,3752,2003752,"  3752 Camillo (1985 PA)",Camillo,0.210,N,15.3,,,.3017238578556528,1.413504837380274,55.5569705387668,147.9691158802272,312.2189381383989,275.8573153514225,58600,
a0003753,3753,2003753,"  3753 Cruithne (1986 TO)",Cruithne,0.365,N,15.6,Q,,.5148091040011694,.9976941539100127,19.80564471850811,126.2272011075284,43.84004866454079,130.8599662038508,58600,
a0003757,3757,2003757,"  3757 Anagolay (1982 XB)",Anagolay,0.18,Y,18.95,,S,.4460809952724407,1.834657448805689,3.868005785555477,74.96397800905969,17.20808435569784,220.4097840800412,58600,
a0003838,3838,2003838,"  3838 Epona (1986 WA)",Epona,,N,15.6,,,.7024659637985344,1.504946451227975,29.2088585485958,235.5076850138964,49.68322863572978,238.0685106117653,58600,
a0003908,3908,2003908,"  3908 Nyx (1980 PA)",Nyx,0.23,N,17.3,V,V,.4587903470314907,1.926906987081213,2.181665153010694,261.5238230306744,126.2442660701378,233.5145070419254,54919,
a0003988,3988,2003988,"  3988 Huma (1986 LA)",Huma,,N,17.8,,,.3165508916959912,1.544453919229589,10.76789501270457,229.8192324871103,86.87435267841154,9.408726223577659,58600,
